,ID,Name,LongName,photoUrl,playerUrl,Nationality,Age,↓OVA,POT,Club,Contract,Positions,Height,Weight,Preferred Foot,BOV,Best Position,Joined,Loan Date End,Value,Wage,Release Clause,Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defending,Marking,Standing Tackle,Sliding Tackle,Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,W/F,SM,A/W,D/W,IR,PAC,SHO,PAS,DRI,DEF,PHY,Hits
10,203376,V. van Dijk,Virgil van Dijk,https://cdn.sofifa.com/players/203/376/21_60.png,http://sofifa.com/player/203376/virgil-van-dijk/210006/,Netherlands,28,90,91,"



Liverpool",2018 ~ 2023,CB,193cm,92kg,Right,90,CB,"Jan 1, 2018",,€113M,€210K,€145.3M,316,53,52,87,79,45,363,70,60,70,86,77,354,72,79,61,89,53,402,81,90,75,92,64,347,83,90,47,65,62,90,272,93,93,86,58,13,10,13,11,11,2112,455,3 ★,2★,Medium,Medium,3 ★,76,60,71,71,91,86,321
11,208722,S. Mané,Sadio Mané,https://cdn.sofifa.com/players/208/722/21_60.png,http://sofifa.com/player/208722/sadio-mane/210006/,Senegal,28,90,90,"



Liverpool",2016 ~ 2023,LW,175cm,69kg,Right,90,LW,"Jul 1, 2016",,€120.5M,€250K,€144.3M,410,76,90,84,85,75,391,91,76,64,71,89,460,95,93,93,93,86,406,84,86,88,70,78,358,75,35,92,85,71,84,122,42,42,38,56,10,10,15,7,14,2203,469,4 ★,4★,High,Medium,3 ★,94,85,80,90,44,76,189
12,200145,Casemiro,Carlos Henrique Venancio Casimiro,https://cdn.sofifa.com/players/200/145/21_60.png,http://sofifa.com/player/200145/carlos-henrique-venancio-casimiro/210006/,Brazil,28,89,89,"



Real Madrid",2013 ~ 2023,CDM,185cm,84kg,Right,89,CDM,"Jul 11, 2013",,€90.5M,€310K,€122M,349,58,64,80,84,63,369,69,63,74,84,79,343,60,69,61,87,66,437,88,87,90,91,81,396,91,87,72,80,66,84,259,84,88,87,67,13,14,16,12,12,2220,463,3 ★,2★,High,High,3 ★,65,73,76,72,86,91,175
13,192119,T. Courtois,Thibaut Courtois,https://cdn.sofifa.com/players/192/119/21_60.png,http://sofifa.com/player/192119/thibaut-courtois/210006/,Belgium,28,89,90,"



Real Madrid",2018 ~ 2024,GK,199cm,96kg,Left,89,GK,"Aug 9, 2018",,€82M,€250K,€119M,86,14,14,13,33,12,110,13,19,20,35,23,284,42,52,61,84,45,249,56,68,38,70,17,122,23,15,13,44,27,66,54,20,18,16,420,84,89,74,85,88,1325,468,3 ★,1★,Medium,Medium,4 ★,84,89,74,88,48,85,96
14,167495,M. Neuer,Manuel Neuer,https://cdn.sofifa.com/players/167/495/21_60.png,http://sofifa.com/player/167495/manuel-neuer/210006/,Germany,34,89,89,"



FC Bayern München",2011 ~ 2023,GK,193cm,92kg,Right,89,GK,"Jul 1, 2011",,€17.5M,€130K,€47.9M,119,15,13,25,55,11,160,30,14,11,59,46,286,54,60,51,86,35,284,68,77,43,80,16,188,29,30,12,70,47,70,38,17,10,11,440,87,87,91,86,89,1515,497,4 ★,1★,Medium,Medium,5 ★,87,87,91,89,57,86,118
15,165153,K. Benzema,Karim Benzema,https://cdn.sofifa.com/players/165/153/21_60.png,http://sofifa.com/player/165153/karim-benzema/210006/,France,32,89,89,"



Real Madrid",2009 ~ 2022,"CF, ST",185cm,81kg,Right,89,CF,"Jul 9, 2009",,€83.5M,€350K,€108.7M,426,75,88,91,86,86,404,87,81,73,73,90,388,77,72,79,91,69,400,84,79,78,80,79,363,63,39,90,87,84,90,89,47,24,18,41,13,11,5,5,7,2111,442,4 ★,4★,Medium,Low,4 ★,74,85,81,86,40,76,216
16,155862,Sergio Ramos,Sergio Ramos García,https://cdn.sofifa.com/players/155/862/21_60.png,http://sofifa.com/player/155862/sergio-ramos-garcia/210006/,Spain,34,89,89,"



Real Madrid",2005 ~ 2021,CB,184cm,82kg,Right,89,CB,"Aug 1, 2005",,€33.5M,€300K,€50.2M,374,66,65,92,82,69,381,65,74,76,83,83,378,72,70,78,92,66,402,79,93,81,85,64,414,90,88,73,71,92,88,263,85,88,90,46,11,8,9,7,11,2258,463,3 ★,3★,High,Medium,4 ★,71,70,76,73,88,85,212
17,153079,S. Agüero,Sergio Agüero,https://cdn.sofifa.com/players/153/079/21_60.png,http://sofifa.com/player/153079/sergio-aguero/210006/,Argentina,32,89,89,"



Manchester City",2011 ~ 2021,ST,173cm,70kg,Right,89,ST,"Jul 28, 2011",,€83.5M,€300K,€98.1M,411,70,94,78,83,86,397,88,83,73,64,89,424,79,78,84,92,91,403,89,78,78,74,84,341,65,24,94,83,75,91,83,30,29,24,59,13,15,6,11,14,2118,439,4 ★,4★,High,Medium,4 ★,78,90,77,88,33,73,154
18,202652,R. Sterling,Raheem Sterling,https://cdn.sofifa.com/players/202/652/21_60.png,http://sofifa.com/player/202652/raheem-sterling/210006/,England,25,88,90,"



Manchester City",2015 ~ 2023,"LW, RW",170cm,69kg,Right,88,LW,"Jul 14, 2015",,€114.5M,€270K,€139.6M,360,78,85,46,84,67,387,90,77,63,69,88,464,96,90,94,90,94,358,78,57,79,65,79,332,59,30,92,82,69,80,147,47,53,47,63,15,12,12,15,9,2111,455,3 ★,4★,High,Medium,3 ★,93,81,79,90,45,67,205
19,215914,N. Kanté,N'Golo Kanté,https://cdn.sofifa.com/players/215/914/21_60.png,http://sofifa.com/player/215914/ngolo-kante/210006/,France,29,88,88,"



Chelsea",2016 ~ 2023,"CDM, CM",168cm,70kg,Right,88,CDM,"Jul 16, 2016",,€78M,€190K,€96.9M,328,68,65,54,85,56,336,79,49,49,79,80,420,79,76,82,91,92,381,71,77,96,72,65,386,90,91,72,79,54,85,264,89,90,85,54,15,12,10,7,10,2169,468,3 ★,2★,Medium,High,3 ★,77,66,76,81,86,82,202
20,212622,J. Kimmich,Joshua Kimmich,https://cdn.sofifa.com/players/212/622/21_60.png,http://sofifa.com/player/212622/joshua-kimmich/210006/,Germany,25,88,90,"



FC Bayern München",2015 ~ 2023,"CDM, RB",176cm,73kg,Right,88,CDM,"Jul 1, 2015",,€103M,€145K,€112.1M,383,91,66,72,87,67,400,83,85,61,86,85,399,77,66,84,88,84,403,78,79,95,67,84,379,89,82,80,84,44,85,245,82,84,79,60,8,15,7,15,15,2269,473,4 ★,3★,High,Medium,3 ★,71,72,86,84,81,79,339
21,211110,P. Dybala,Paulo Dybala,https://cdn.sofifa.com/players/211/110/21_60.png,http://sofifa.com/player/211110/paulo-dybala/210006/,Argentina,26,88,89,"



Juventus",2015 ~ 2022,"CF, CAM",177cm,75kg,Left,89,CAM,"Jul 1, 2015",,€109M,€190K,€122.5M,405,82,84,64,87,88,436,91,88,88,75,94,437,89,82,92,84,90,382,82,75,78,60,87,348,48,42,85,87,86,84,120,32,48,40,26,5,4,4,5,8,2154,452,3 ★,4★,Medium,Medium,3 ★,85,85,84,92,43,63,408
22,210257,Ederson,Ederson Santana de Moraes,https://cdn.sofifa.com/players/210/257/21_60.png,http://sofifa.com/player/210257/ederson-santana-de-moraes/210006/,Brazil,26,88,91,"



Manchester City",2017 ~ 2024,GK,188cm,86kg,Left,88,GK,"Jul 1, 2017",,€92M,€195K,€103M,123,20,14,14,57,18,157,23,15,20,59,40,322,64,63,60,87,48,273,70,66,41,78,18,172,38,27,20,70,17,70,52,29,15,8,435,86,82,93,86,88,1534,498,3 ★,1★,Medium,Medium,2 ★,86,82,93,88,63,86,103
23,202126,H. Kane,Harry Kane,https://cdn.sofifa.com/players/202/126/21_60.png,http://sofifa.com/player/202126/harry-kane/210006/,England,26,88,89,"



Tottenham Hotspur",2010 ~ 2024,ST,188cm,89kg,Right,88,ST,"Jul 1, 2010",,€109M,€220K,€140.2M,420,75,94,85,81,85,395,80,80,68,83,84,367,66,69,69,90,73,424,91,79,84,84,86,382,81,35,93,83,90,91,130,56,36,38,54,8,10,11,14,11,2172,449,4 ★,3★,High,High,3 ★,68,91,80,80,47,83,332
24,162835,S. Handanovič,Samir Handanovič,https://cdn.sofifa.com/players/162/835/21_60.png,http://sofifa.com/player/162835/samir-handanovic/210006/,Slovenia,35,88,88,"



Inter",2012 ~ 2021,GK,193cm,92kg,Right,88,GK,"Jul 1, 2012",,€10M,€100K,€27.2M,86,12,10,10,42,12,100,18,12,14,40,16,272,51,55,47,83,36,264,55,78,41,71,19,123,25,22,12,41,23,69,48,25,10,13,424,88,85,73,89,89,1317,477,3 ★,1★,Medium,Medium,3 ★,88,85,73,89,53,89,86
25,201024,K. Koulibaly,Kalidou Koulibaly,https://cdn.sofifa.com/players/201/024/21_60.png,http://sofifa.com/player/201024/kalidou-koulibaly/210006/,Senegal,29,88,88,"



Napoli",2014 ~ 2023,CB,187cm,89kg,Right,88,CB,"Jul 1, 2014",,€76.5M,€140K,€85M,224,30,22,84,74,14,262,69,28,28,63,74,328,73,77,52,85,41,316,55,82,70,94,15,294,87,87,35,52,33,82,267,91,89,87,43,7,11,7,13,5,1734,401,3 ★,2★,Medium,High,3 ★,75,28,55,68,89,86,173
26,183277,E. Hazard,Eden Hazard,https://cdn.sofifa.com/players/183/277/21_60.png,http://sofifa.com/player/183277/eden-hazard/210006/,Belgium,29,88,88,"



Real Madrid",2019 ~ 2024,"LW, ST",175cm,74kg,Right,88,LW,"Jul 1, 2019",,€89.5M,€350K,€118.9M,388,77,82,61,85,83,427,93,83,79,81,91,448,91,86,92,86,93,361,82,56,82,63,78,353,54,41,85,86,87,90,83,34,27,22,45,11,12,6,8,8,2105,446,4 ★,4★,High,Medium,4 ★,88,82,83,92,35,66,246
27,182521,T. Kroos,Toni Kroos,https://cdn.sofifa.com/players/182/521/21_60.png,http://sofifa.com/player/182521/toni-kroos/210006/,Germany,30,88,88,"



Real Madrid",2014 ~ 2023,CM,183cm,76kg,Right,88,CM,"Jul 17, 2014",,€87.5M,€310K,€112.8M,397,88,76,58,93,82,432,80,86,84,93,89,332,57,52,63,89,71,355,89,32,75,73,86,378,60,79,76,90,73,88,205,72,73,60,51,10,11,13,7,10,2150,447,5 ★,3★,Medium,Medium,4 ★,54,81,91,81,71,69,161
28,194765,A. Griezmann,Antoine Griezmann,https://cdn.sofifa.com/players/194/765/21_60.png,http://sofifa.com/player/194765/antoine-griezmann/210006/,France,29,87,87,"



FC Barcelona",2019 ~ 2024,"ST, CF, LW",176cm,73kg,Left,87,ST,"Jul 12, 2019",,€79.5M,€290K,€103.5M,425,83,88,83,84,87,429,87,86,85,82,89,425,80,79,91,92,83,402,81,90,86,63,82,382,73,49,89,85,86,89,162,59,54,49,63,14,8,14,13,14,2288,465,3 ★,4★,Medium,Medium,4 ★,79,85,84,88,57,72,396
29,233049,J. Sancho,Jadon Sancho,https://cdn.sofifa.com/players/233/049/21_60.png,http://sofifa.com/player/233049/jadon-sancho/210006/,England,20,87,93,"



Borussia Dortmund",2017 ~ 2023,"RM, LM, CAM",180cm,76kg,Right,89,CAM,"Aug 31, 2017",,€124M,€82K,€132.1M,373,83,81,38,88,83,380,92,81,48,68,91,435,86,81,91,87,90,328,70,51,77,67,63,313,44,39,83,87,60,84,105,32,41,32,52,7,11,10,11,13,1986,430,3 ★,5★,High,Medium,3 ★,83,74,81,91,37,64,1.1K
30,231281,T. Alexander-Arnold,Trent Alexander-Arnold,https://cdn.sofifa.com/players/231/281/21_60.png,http://sofifa.com/player/231281/trent-alexander-arnold/210006/,England,21,87,92,"



Liverpool",2015 ~ 2024,RB,180cm,69kg,Right,87,RB,"Oct 7, 2015",,€114M,€110K,€115.5M,365,93,56,69,85,62,426,77,88,85,89,87,391,77,83,74,83,74,370,80,66,88,62,74,371,74,82,76,84,55,81,241,79,83,79,56,14,15,14,6,7,2220,464,4 ★,3★,High,Medium,2 ★,80,66,87,80,80,71,433
31,218667,Bernardo Silva,Bernardo Mota Carvalho e Silva,https://cdn.sofifa.com/players/218/667/21_60.png,http://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/210006/,Portugal,25,87,88,"



Manchester City",2017 ~ 2025,"RW, CAM, CM",173cm,64kg,Left,87,RW,"Jul 1, 2017",,€95M,€230K,€115.5M,371,85,79,51,86,70,411,92,84,67,76,92,434,85,78,94,85,92,350,76,51,93,54,76,356,69,49,85,85,68,87,148,49,59,40,54,9,10,14,12,9,2124,451,3 ★,4★,High,High,2 ★,81,77,83,92,51,67,242
32,216267,A. Robertson,Andrew Robertson,https://cdn.sofifa.com/players/216/267/21_60.png,http://sofifa.com/player/216267/andrew-robertson/210006/,Scotland,26,87,89,"



Liverpool",2017 ~ 2024,LB,178cm,64kg,Left,87,LB,"Jul 21, 2017",,€90.5M,€155K,€102M,328,90,57,67,82,32,358,80,82,38,76,82,400,79,85,78,84,74,365,78,62,95,65,65,378,85,82,77,79,55,83,248,83,84,81,50,11,8,10,7,14,2127,461,2 ★,3★,High,High,3 ★,82,62,80,80,81,76,206
33,212218,A. Laporte,Aymeric Laporte,https://cdn.sofifa.com/players/212/218/21_60.png,http://sofifa.com/player/212218/aymeric-laporte/210006/,France,26,87,90,"



Manchester City",2018 ~ 2024,CB,189cm,85kg,Left,88,CB,"Jan 30, 2018",,€92.5M,€200K,€107.8M,311,58,45,86,82,40,351,63,61,69,80,78,331,60,65,59,87,60,348,68,76,72,85,47,331,81,87,54,65,44,85,266,89,89,88,45,10,11,5,14,5,1983,422,3 ★,2★,Medium,Medium,2 ★,63,50,72,68,88,81,177
34,212198,Bruno Fernandes,Bruno Miguel Borges Fernandes,https://cdn.sofifa.com/players/212/198/21_60.png,http://sofifa.com/player/212198/bruno-miguel-borges-fernandes/210006/,Portugal,25,87,90,"



Manchester United",2020 ~ 2025,"CAM, CM",179cm,69kg,Right,88,CAM,"Jan 30, 2020",,€105.5M,€195K,€124.4M,396,87,77,58,88,86,433,85,86,87,87,88,398,78,76,79,86,79,411,89,72,94,67,89,408,70,74,83,90,91,86,194,72,67,55,63,12,14,15,8,14,2303,476,4 ★,4★,High,High,2 ★,77,83,88,85,68,75,1.5K
35,209499,Fabinho,Fábio Henrique Tavares,https://cdn.sofifa.com/players/209/499/21_60.png,http://sofifa.com/player/209499/fabio-henrique-tavares/210006/,Brazil,26,87,89,"



Liverpool",2018 ~ 2023,CDM,188cm,78kg,Right,87,CDM,"Jul 1, 2018",,€88.5M,€155K,€104.9M,345,75,63,75,85,47,365,76,71,53,83,82,349,66,68,66,84,65,395,81,75,88,81,70,412,86,87,70,79,90,84,258,86,87,85,47,13,12,6,8,8,2171,460,2 ★,3★,Medium,High,3 ★,67,69,79,77,85,83,198
36,200104,H. Son,Heung Min Son,https://cdn.sofifa.com/players/200/104/21_60.png,http://sofifa.com/player/200104/heung-min-son/210006/,Korea Republic,27,87,87,"



Tottenham Hotspur",2015 ~ 2023,"LM, CF",183cm,78kg,Right,87,LM,"Aug 28, 2015",,€85M,€165K,€99.8M,399,81,86,68,83,81,400,88,85,70,70,87,429,86,90,86,89,78,385,88,56,87,64,90,345,62,39,88,83,73,88,117,50,34,33,53,11,13,13,6,10,2128,453,5 ★,4★,High,High,3 ★,88,86,80,87,43,69,459
37,201942,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,https://cdn.sofifa.com/players/201/942/21_60.png,http://sofifa.com/player/201942/roberto-firmino-barbosa-de-oliveira/210006/,Brazil,28,87,87,"



Liverpool",2015 ~ 2023,CF,181cm,76kg,Right,87,CF,"Jul 6, 2015",,€81.5M,€190K,€96.2M,400,73,80,75,87,85,403,90,81,65,76,91,416,78,77,85,90,86,402,82,81,88,74,77,377,75,58,86,86,72,88,166,60,64,42,44,8,11,9,6,10,2208,467,4 ★,5★,High,High,3 ★,77,80,81,90,61,78,173
38,193041,K. Navas,Keylor Navas,https://cdn.sofifa.com/players/193/041/21_60.png,http://sofifa.com/player/193041/keylor-navas/210006/,Costa Rica,33,87,87,"



Paris Saint-Germain",2019 ~ 2023,GK,185cm,80kg,Right,87,GK,"Sep 2, 2019",,€26M,€110K,€50M,78,11,15,11,30,11,98,16,11,15,37,19,312,54,53,60,84,61,257,56,74,39,75,13,161,32,20,16,68,25,67,56,28,14,14,418,90,81,75,82,90,1380,471,3 ★,1★,Medium,Medium,3 ★,90,81,75,90,53,82,117
39,138956,G. Chiellini,Giorgio Chiellini,https://cdn.sofifa.com/players/138/956/21_60.png,http://sofifa.com/player/138956/giorgio-chiellini/210006/,Italy,35,87,87,"



Juventus",2005 ~ 2021,CB,187cm,85kg,Left,87,CB,"Jul 1, 2005",,€21M,€95K,€25.6M,280,54,33,83,65,45,276,59,60,31,65,61,326,60,70,57,82,57,355,78,87,54,87,49,306,90,88,28,50,50,84,272,94,90,88,15,3,3,2,4,3,1830,399,3 ★,2★,Medium,High,4 ★,66,46,58,60,90,79,130
40,189511,Sergio Busquets,Sergio Busquets Burgos,https://cdn.sofifa.com/players/189/511/21_60.png,http://sofifa.com/player/189511/sergio-busquets-burgos/210006/,Spain,31,87,87,"



FC Barcelona",2008 ~ 2023,"CDM, CM",189cm,76kg,Right,87,CDM,"Sep 1, 2008",,€56M,€240K,€77.9M,330,62,67,68,89,44,386,81,66,68,83,88,284,40,43,67,84,50,337,61,66,81,75,54,387,81,85,77,84,60,93,249,86,83,80,48,5,8,13,9,13,2021,424,3 ★,3★,Medium,Medium,4 ★,42,62,80,80,83,77,119
41,188567,P. Aubameyang,Pierre-Emerick Aubameyang,https://cdn.sofifa.com/players/188/567/21_60.png,http://sofifa.com/player/188567/pierre-emerick-aubameyang/210006/,Gabon,31,87,87,"



Arsenal",2018 ~ 2023,"ST, LW",187cm,80kg,Right,87,ST,"Jan 31, 2018",,€67.5M,€170K,€85.5M,403,76,91,75,77,84,383,80,81,76,64,82,418,91,94,77,88,68,389,82,75,80,74,78,339,43,48,93,77,78,88,92,27,29,36,48,6,9,15,9,9,2072,441,4 ★,4★,High,High,3 ★,93,86,75,80,38,69,209
42,186153,W. Szczęsny,Wojciech Szczęsny,https://cdn.sofifa.com/players/186/153/21_60.png,http://sofifa.com/player/186153/wojciech-szczesny/210006/,Poland,30,87,87,"



Juventus",2017 ~ 2024,GK,195cm,90kg,Right,87,GK,"Jul 19, 2017",,€53M,€105K,€56.1M,86,12,12,16,32,14,99,11,16,14,36,22,286,51,47,55,82,51,250,55,71,45,65,14,135,40,15,14,48,18,65,45,20,13,12,416,86,82,73,87,88,1317,465,3 ★,1★,Medium,Medium,3 ★,86,82,73,88,49,87,84
43,183898,A. Di María,Ángel Di María,https://cdn.sofifa.com/players/183/898/21_60.png,http://sofifa.com/player/183898/angel-di-maria/210006/,Argentina,32,87,87,"



Paris Saint-Germain",2015 ~ 2021,"RW, LW",180cm,69kg,Left,87,RW,"Aug 6, 2015",,€63M,€160K,€72.2M,379,88,79,51,83,78,432,88,89,88,80,87,419,82,83,94,84,76,379,83,72,78,60,86,360,73,42,84,88,73,86,148,41,55,52,51,10,7,11,12,11,2168,453,2 ★,5★,High,Medium,4 ★,83,81,85,88,48,68,187
44,177003,L. Modrić,Luka Modrić,https://cdn.sofifa.com/players/177/003/21_60.png,http://sofifa.com/player/177003/luka-modric/210006/,Croatia,34,87,87,"



Real Madrid",2012 ~ 2021,CM,172cm,66kg,Right,87,CM,"Aug 1, 2012",,€36.5M,€260K,€50.2M,380,86,72,55,91,76,427,85,85,78,89,90,417,76,70,91,88,92,371,79,68,84,58,82,391,62,79,78,90,82,92,214,68,75,71,52,13,9,7,14,9,2252,463,4 ★,4★,High,Medium,4 ★,73,76,89,88,71,66,165
45,176580,L. Suárez,Luis Suárez,https://cdn.sofifa.com/players/176/580/21_60.png,http://sofifa.com/player/176580/luis-suarez/210006/,Uruguay,33,87,87,"



Atlético Madrid",2020 ~ 2022,ST,182cm,83kg,Right,87,ST,"Sep 25, 2020",,€51M,€115K,€64.6M,429,80,92,84,83,90,413,84,86,82,77,84,386,72,68,76,92,78,409,89,69,78,85,88,386,87,41,91,84,83,85,140,57,45,38,153,27,25,31,33,37,2316,459,4 ★,3★,High,Medium,5 ★,70,90,82,83,51,83,203
46,167948,H. Lloris,Hugo Lloris,https://cdn.sofifa.com/players/167/948/21_60.png,http://sofifa.com/player/167948/hugo-lloris/210006/,France,33,87,87,"



Tottenham Hotspur",2012 ~ 2022,GK,188cm,82kg,Left,87,GK,"Aug 31, 2012",,€26M,€125K,€51.3M,94,13,10,10,50,11,115,10,11,10,50,34,321,65,62,55,85,54,223,51,74,41,43,14,138,31,27,10,30,40,65,57,29,10,18,413,89,82,68,84,90,1361,476,1 ★,1★,Medium,Medium,4 ★,89,82,68,90,63,84,65
47,192387,C. Immobile,Ciro Immobile,https://cdn.sofifa.com/players/192/387/21_60.png,http://sofifa.com/player/192387/ciro-immobile/210006/,Italy,30,87,87,"



Lazio",2016 ~ 2025,ST,185cm,85kg,Right,87,ST,"Jul 27, 2016",,€78M,€125K,€82.5M,394,55,93,81,80,85,341,83,70,51,53,84,409,82,85,75,90,77,398,86,77,78,77,80,369,77,40,93,71,88,86,99,34,33,32,47,6,8,15,12,6,2057,438,4 ★,3★,High,Medium,3 ★,84,88,67,83,39,77,336
